Dept_Name,Expense_Class,Object_Expenditure,Approp_Type,2024_Actual,2025_Program,2026_GAA,Page_No
Commission on Audit (COA),Maintenance and Other Operating Services,Extraordinary and Miscellaneous Expenses,None,9329,10337,9145,91
Commission on Audit (COA),Maintenance and Other Operating Services,Confidential Expenses,None,10000,10000,10000,91
Commission on Audit (COA),Maintenance and Other Operating Services,Advertising Expenses,None,1341,1020,1020,91
Commission on Audit (COA),Maintenance and Other Operating Services,Printing and Publication Expenses,None,12,171,174,91
Commission on Audit (COA),Maintenance and Other Operating Services,Representation Expenses,None,47748,26878,45389,91
Commission on Audit (COA),Maintenance and Other Operating Services,Rent/Lease Expenses,None,3421,3786,3418,91
Commission on Audit (COA),Maintenance and Other Operating Services,Membership Dues and Contributions to Organizations,None,523,248,566,91
Commission on Audit (COA),Maintenance and Other Operating Services,Subscription Expenses,None,86479,32030,2206,91
Commission on Audit (COA),Maintenance and Other Operating Services,Bank Transaction Fee,None,17,0,0,91
Commission on Audit (COA),Maintenance and Other Operating Services,Other Maintenance and Operating Expenses,None,56284,0,100,91
Commission on Audit (COA),Capital Outlays,Buildings and Other Structures,None,598073,45000,581762,91
Commission on Audit (COA),Capital Outlays,Machinery and Equipment Outlay,None,169050,63561,54930,91
Commission on Elections (COMELEC),Salaries and other Lump-sums,Basic Salary,None,2494932,2007078,2313640,92
Commission on Elections (COMELEC),Other Compensation Common to All,Personnel Economic Relief Allowance,None,129630,116064,115584,92
Commission on Elections (COMELEC),Other Compensation Common to All,Representation Allowance,None,11432,14262,14208,92
Commission on Elections (COMELEC),Other Compensation Common to All,Transportation Allowance,None,7999,14262,14208,92
Commission on Elections (COMELEC),Other Compensation Common to All,Clothing and Uniform Allowance,None,35653,33852,33712,92
Commission on Elections (COMELEC),Other Compensation Common to All,Honoraria,None,7980,58609,1206,92
Commission on Elections (COMELEC),Other Compensation Common to All,Overtime Pay,None,1381172,2369159,608764,92
Commission on Elections (COMELEC),Other Compensation Common to All,Year End Bonus,None,176898,167257,192804,92
Commission on Elections (COMELEC),Other Compensation Common to All,Mid-Year Bonus Civilian,None,167626,167257,192804,92
Commission on Elections (COMELEC),Other Compensation Common to All,Cash Gift,None,24194,24180,24080,92
Commission on Elections (COMELEC),Other Compensation Common to All,Productivity Enhancement Incentive,None,24153,24180,24080,92
Commission on Elections (COMELEC),Other Compensation Common to All,Step Increment,None,0,5016,5783,92
Commission on Elections (COMELEC),Other Compensation Common to All,Collective Negotiation Agreement,None,171822,0,0,92
Commission on Elections (COMELEC),Other Compensation for Specific Groups,Magna Carta for Public Health Workers,None,1554,0,0,92
Commission on Elections (COMELEC),Other Compensation for Specific Groups,Lump-sum for filling of Positions Civilian,None,0,428685,494189,92
Commission on Elections (COMELEC),Other Benefits,Pension Civilian Personnel,None,100384,93936,112826,93
Commission on Elections (COMELEC),Other Benefits,Retirement and Life Insurance Premiums,None,249764,279736,322940,93
Commission on Elections (COMELEC),Other Benefits,PAG-IBIG Contributions,None,12460,11606,11556,93
Commission on Elections (COMELEC),Other Benefits,PhilHealth Contributions,None,52435,48733,55573,93
Commission on Elections (COMELEC),Other Benefits,Employees Compensation Insurance Premiums,None,6463,5804,5779,93
Commission on Elections (COMELEC),Other Benefits,Retirement Gratuity,None,0,28669,0,93
Commission on Elections (COMELEC),Other Benefits,Terminal Leave,None,174609,104946,76230,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,Travelling Expenses,None,372003,482829,318534,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,Training and Scholarship Expenses,None,281577,4186271,1135563,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,Supplies and Materials Expenses,None,938678,719730,989984,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,Utility Expenses,None,58927,48779,46351,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,Communication Expenses,None,1177250,122821,125303,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,Professional Services,None,602234,16864628,4059460,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,General Services,None,1465518,40975,105069,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,Repairs and Maintenance,None,16645,148529,15530,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,Taxes Insurance Premiums and Other Fees,None,27032,17818,18139,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,Extraordinary and Miscellaneous Expenses,None,6601,4727,6316,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,Advertising Expenses,None,4332,23475,1667,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,Printing and Publication Expenses,None,561648,1174882,2618865,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,Representation Expenses,None,82502,17947,46644,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,Transportation and Delivery Expenses,None,772618,128482,408698,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,Rent/Lease Expenses,None,18317614,206180,928979,93
Commission on Elections (COMELEC),Capital Outlays,Buildings and Other Structures,None,138091,3738099,3428854,94
Commission on Elections (COMELEC),Capital Outlays,Machinery and Equipment Outlay,None,262963,452926,173434,94
Commission on Elections (COMELEC),Capital Outlays,Furniture Fixtures and Books Outlay,None,2502,0,0,94
Office of the Ombudsman (OMB),Salaries and other Lump-sums,Basic Salary,None,1007441,960920,1099600,94
Office of the Ombudsman (OMB),Salaries and other Lump-sums,Creation of New Positions,None,0,0,57950,94
Office of the Ombudsman (OMB),Other Compensation Common to All,Personnel Economic Relief Allowance,None,29025,29088,28560,94
Office of the Ombudsman (OMB),Other Compensation Common to All,Representation Allowance,None,43114,44640,46116,94
Office of the Ombudsman (OMB),Other Compensation Common to All,Transportation Allowance,None,42152,44640,46116,94
Office of the Ombudsman (OMB),Other Compensation Common to All,Clothing and Uniform Allowance,None,8316,8484,8330,94
Office of the Ombudsman (OMB),Other Compensation Common to All,Honoraria,None,5513,6038,6038,94
Office of the Ombudsman (OMB),Other Compensation Common to All,Overtime Pay,None,7125,3776,3500,94
Office of the Ombudsman (OMB),Other Compensation Common to All,Year End Bonus,None,84208,80077,91633,95
Office of the Ombudsman (OMB),Other Compensation Common to All,Mid-Year Bonus Civilian,None,84624,80077,91633,95
Office of the Ombudsman (OMB),Other Compensation Common to All,Cash Gift,None,5969,6060,5950,95
Office of the Ombudsman (OMB),Other Compensation Common to All,Productivity Enhancement Incentive,None,5930,6060,5950,95
Office of the Ombudsman (OMB),Other Compensation Common to All,Step Increment,None,0,2401,2749,95
Office of the Ombudsman (OMB),Other Compensation Common to All,Performance Based Bonus,None,38539,0,0,95
Office of the Ombudsman (OMB),Other Compensation Common to All,Collective Negotiation Agreement,None,36720,0,0,95
Office of the Ombudsman (OMB),Other Compensation for Specific Groups,Magna Carta for Public Health Workers,None,488,551,551,95
Office of the Ombudsman (OMB),Other Compensation for Specific Groups,Longevity Pay,None,0,0,2437,95
Office of the Ombudsman (OMB),Other Compensation for Specific Groups,Lump-sum for filling of Positions Civilian,None,0,1288315,1558842,95
Office of the Ombudsman (OMB),Other Compensation for Specific Groups,Other Personnel Benefits,None,1426106,0,0,95
Office of the Ombudsman (OMB),Other Benefits,Pension Civilian Personnel,None,77815,85079,96803,95
Office of the Ombudsman (OMB),Other Benefits,Retirement and Life Insurance Premiums,None,66649,133289,159158,95
Office of the Ombudsman (OMB),Other Benefits,PAG-IBIG Contributions,None,2716,2910,2858,95
Office of the Ombudsman (OMB),Other Benefits,PhilHealth Contributions,None,20292,20243,21416,95
Office of the Ombudsman (OMB),Other Benefits,Employees Compensation Insurance Premiums,None,1453,1454,1428,95
Office of the Ombudsman (OMB),Other Benefits,Retirement Gratuity,None,141413,411472,313412,95
Office of the Ombudsman (OMB),Other Benefits,Terminal Leave,None,20257,72511,76215,95
Office of the Ombudsman (OMB),Other Benefits,Loyalty Award Civilian,None,1080,1150,1150,95
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Travelling Expenses,None,251159,246194,262580,95
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Training and Scholarship Expenses,None,170684,164444,178998,95
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Supplies and Materials Expenses,None,428157,582147,677163,95
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Utility Expenses,None,146794,180697,209319,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Communication Expenses,None,113241,96153,106027,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Awards/Rewards and Prizes,None,9094,10000,10000,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Professional Services,None,21521,47931,47931,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,General Services,None,243423,234755,234755,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Repairs and Maintenance,None,77388,74732,76974,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Taxes Insurance Premiums and Other Fees,None,20511,18995,18995,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Extraordinary and Miscellaneous Expenses,None,34927,26865,26865,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Confidential Expenses,None,180811,1000,51468,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Advertising Expenses,None,14852,14825,15271,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Printing and Publication Expenses,None,11874,10903,15731,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Representation Expenses,None,22397,21375,25639,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Transportation and Delivery Expenses,None,10080,9055,13827,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Rent/Lease Expenses,None,38248,63299,161363,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Membership Dues and Contributions to Organizations,None,180,0,0,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Subscription Expenses,None,25687,48618,98449,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Other Maintenance and Operating Expenses,None,101242,215802,165334,96
Office of the Ombudsman (OMB),Capital Outlays,Land Outlay,None,167500,0,0,96
Office of the Ombudsman (OMB),Capital Outlays,Buildings and Other Structures,None,50000,50000,0,96
Office of the Ombudsman (OMB),Capital Outlays,Machinery and Equipment Outlay,None,256362,279340,268998,96
Office of the Ombudsman (OMB),Capital Outlays,Transportation Equipment Outlay,None,40012,36130,36130,96
